Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL1783523,,0,590.87,2,6.89,35b,CC(C)C1=N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)C(=O)c7ccccc7)[C@@]6(C)CC5=O,IC50,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1785399,Inhibition of recombinant human serum BChE using butyrylthiocholine iodide as substrate by spectroscopic Ellmans method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1781893,1,Scientific Literature,Eur. J. Med. Chem.,2011,
CHEMBL2114303,,0,579.34,1,3.94,48 (S),O[C@H]1C[C@@H](O[C@@H]1CO[P@]2(=O)OCc3cccc(c3O2)c4ccccc4)N5CC(\C=C\Br)C(=O)NC5=O,IC50,'=',3700,nM,5.43,,,UO_0000065,9.38,0.21,1.49,4.39,FALSE,CHEMBL654407,Inhibitory activity towards human butyrylcholinesterase,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148460,1,Scientific Literature,J. Med. Chem.,2004,
CHEMBL3142708,,0,517.27,1,2.58,7,Cc1cccc2COP(=O)(OC[C@H]3O[C@H](C[C@@H]3O)N4CC(\C=C\Br)C(=O)NC4=O)Oc12,IC50,'>',50000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL654407,Inhibitory activity towards human butyrylcholinesterase,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148460,1,Scientific Literature,J. Med. Chem.,2004,
CHEMBL325203,,0,275.36,0,3.84,28,Nc1c2CCCNc3ccccc3c2nc4ccccc14,IC50,'=',6700,nM,5.17,,,UO_0000065,18.79,0.34,1.33,10.16,FALSE,CHEMBL653528,In vitro inhibition of Butyrylcholinesterase from human plasma.,B,BAO_0000366,cell-free format,,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1130398,1,Scientific Literature,J. Med. Chem.,1997,
CHEMBL374184,,0,393.49,0,3.95,14,CCOC(=O)C1=C(C)Nc2nc3CCCCc3c(N)c2C1c4ccc(OC)cc4,IC50,'>',100000,nM,,,,UO_0000065,,,,,TRUE,CHEMBL967996,Inhibition of human serum BuChE by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155914,1,Scientific Literature,Bioorg. Med. Chem.,2008,
CHEMBL395652,,0,294.39,0,4.6,6,Cc1cc(C)c(C(=O)C(=O)c2c(C)cc(C)cc2C)c(C)c1,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL900100,Inhibition of human butyrylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1138234,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL1761993,,0,488.27,0,4.44,7,[Br-].[Br-].C(CC[n+]1cccc2ccccc12)CC[n+]3cccc4ccccc34,IC50,'=',34000,nM,4.47,,,UO_0000065,13.6,0.24,0.03,57.58,FALSE,CHEMBL1763500,Inhibition of human plasmatic BChE by modified Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1759923,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1761994,,0,516.32,1,5.22,9,[Br-].[Br-].C(CCC[n+]1cccc2ccccc12)CCC[n+]3cccc4ccccc34,IC50,'=',400,nM,6.4,,,UO_0000065,17.95,0.32,1.18,82.45,FALSE,CHEMBL1763500,Inhibition of human plasmatic BChE by modified Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1759923,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL132531,,0,351.45,0,3.98,13 (6-methylphenserine),CN1CC[C@]2(C)[C@H]1N(C)c3cc(C)c(OC(=O)Nc4ccccc4)cc23,IC50,'=',5020,nM,5.3,,,UO_0000065,15.08,0.28,1.32,11.83,FALSE,CHEMBL654408,In vitro inhibition of human plasma butyrylcholinesterase.,B,BAO_0000366,cell-free format,,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1134282,1,Scientific Literature,J. Med. Chem.,2001,
CHEMBL1812858,,0,254.41,0,4.85,14,CCCCCCCC(=O)C(=O)CCCCCCC,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1816217,Inhibition of human butyrylcholinesterase using butyrylthiocholine as substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1811796,1,Scientific Literature,Bioorg. Med. Chem.,2011,
CHEMBL1812861,,0,176.21,0,2.24,19,CCCC(=O)C(=O)c1ccccc1,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1816217,Inhibition of human butyrylcholinesterase using butyrylthiocholine as substrate by spectrophotometry,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1811796,1,Scientific Literature,Bioorg. Med. Chem.,2011,
CHEMBL223443,,0,503.09,2,6.97,18,Clc1ccc2c(NCCCCCCCNC(=O)Cc3c[nH]c4ccccc34)c5CCCCc5nc2c1,IC50,'=',11.7,nM,7.93,,,UO_0000065,15.77,0.3,0.96,11.36,FALSE,CHEMBL914527,Inhibition of human serum BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1139473,1,Scientific Literature,J. Med. Chem.,2005,
CHEMBL223549,,0,530.16,2,8.27,8,Clc1ccc2c(CCCCCCCCCNC(=O)CCc3c[nH]c4ccccc34)c5CCCCc5nc2c1,IC50,'=',9.6,nM,8.02,,,UO_0000065,15.12,0.29,-0.25,13.88,FALSE,CHEMBL914527,Inhibition of human serum BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1139473,1,Scientific Literature,J. Med. Chem.,2005,
CHEMBL481123,,0,271.34,0,4.45,2,CCOC(=O)N1c2ccccc2Sc3ccccc13,Ki,'=',23400,nM,4.63,,,UO_0000065,17.07,0.33,0.18,15.68,FALSE,CHEMBL949379,Inhibition of human serum BchE by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155042,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL451838,,0,369.45,1,6.64,28,O=C(Oc1cccc2ccccc12)N3c4ccccc4Sc5ccccc35,Ki,'=',36,nM,7.44,,,UO_0000065,20.15,0.38,0.8,25.2,FALSE,CHEMBL949379,Inhibition of human serum BchE by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155042,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL444709,,0,258.41,0,3.62,20,CCCN1C2N(C)CCC2(CCC)c3ccccc13,Activity,,,,,,Not Active,,,,,,FALSE,CHEMBL1000391,Inhibition of human plasma BChE at <10000 uM after 20 mins by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1157353,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL498539,,0,365.89,1,6.4,30,Oc1cccc(c1)C2=Nc3ccccc3SC(C2)c4ccc(Cl)cc4,IC50,'=',79600,nM,4.1,,,UO_0000065,11.2,0.22,-2.3,12.58,FALSE,CHEMBL978159,Inhibition of BchE,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155941,1,Scientific Literature,Bioorg. Med. Chem.,2008,
CHEMBL525905,,0,365.89,1,6.4,29,Oc1cccc(c1)C2=Nc3ccccc3SC(C2)c4cccc(Cl)c4,IC50,'=',29400,nM,4.53,,,UO_0000065,12.39,0.25,-1.87,13.91,TRUE,CHEMBL978159,Inhibition of BchE,B,BAO_0000357,single protein format,,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155941,1,Scientific Literature,Bioorg. Med. Chem.,2008,
CHEMBL458500,,0,308.29,0,0.3,10,CC(=O)Oc1ccccc1C(=O)O[C@H]2CO[C@@H]3[C@H](O)CO[C@H]23,Km,'=',6.1E+12,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL986257,Activity of BuChE in 10% human plasma,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1151719,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL457234,,0,308.29,0,0.3,11,CC(=O)Oc1ccccc1C(=O)O[C@@H]2CO[C@@H]3[C@@H](O)CO[C@H]23,Km,'=',1.11E+13,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL986257,Activity of BuChE in 10% human plasma,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1151719,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL224555,,0,499.7,1,8.36,12,CN(CCCCCCCCCCCCOc1ccc2C(=O)c3ccccc3Oc2c1)Cc4ccccc4,IC50,'=',150,nM,6.82,,,UO_0000065,13.66,0.25,-1.54,15.99,FALSE,CHEMBL915961,Inhibition of human serum BuChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1144481,1,Scientific Literature,Bioorg. Med. Chem.,2007,
CHEMBL225615,,0,489.61,1,6.42,25,COc1ccc(OC)c(CN(C)CCCCCCCOc2ccc3C(=O)c4ccccc4Oc3c2)c1,IC50,'=',1270,nM,5.9,,,UO_0000065,12.04,0.22,-0.52,9.64,FALSE,CHEMBL915961,Inhibition of human serum BuChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1144481,1,Scientific Literature,Bioorg. Med. Chem.,2007,
CHEMBL429694,CONGO RED,0,696.68,2,8.15,congo red,[Na+].[Na+].Nc1c(cc(c2ccccc12)S(=O)(=O)[O-])\N=N\c3ccc(cc3)c4ccc(cc4)\N=N\c5cc(c6ccccc6c5N)S(=O)(=O)[O-],IC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL895408,Inhibition of human recombinant butyrylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148814,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL636,RIVASTIGMINE,4,250.34,0,2.76,rivastigmine,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,IC50,'=',30.1,nM,7.52,,,UO_0000065,30.04,0.57,4.76,22.95,FALSE,CHEMBL895408,Inhibition of human recombinant butyrylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148814,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL241974,,0,574.81,2,5.04,28,CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2cccnc2)Cc3cccnc3,IC50,'=',11900,nM,4.92,,,UO_0000065,8.57,0.16,-0.12,5.44,FALSE,CHEMBL895408,Inhibition of human recombinant butyrylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148814,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL244762,,0,574.81,2,5.04,27,CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2ccccn2)Cc3ccccn3,IC50,'=',2470,nM,5.61,,,UO_0000065,9.76,0.18,0.57,6.2,FALSE,CHEMBL895408,Inhibition of human recombinant butyrylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148814,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL242190,,0,660.86,2,5.32,15,CCN(Cc1ccccc1OC)C(=O)CCCCCNC2=CC(=O)C(=CC2=O)NCCCCCC(=O)N(CC)Cc3ccccc3OC,IC50,'=',18500,nM,4.73,,,UO_0000065,7.16,0.13,-0.59,4.04,FALSE,CHEMBL895408,Inhibition of human recombinant butyrylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148814,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL243270,,0,520.67,1,3.15,9,CCN(CCNC1=CC(=O)C(=CC1=O)NCCN(CC)Cc2ccccc2OC)Cc3ccccc3OC,IC50,'=',16800,nM,4.78,,,UO_0000065,9.17,0.17,1.62,5.74,FALSE,CHEMBL895408,Inhibition of human recombinant butyrylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1148814,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL163612,PHENYLASPIRINATE,0,256.26,0,2.83,6,CC(=O)Oc1ccccc1C(=O)Oc2ccccc2,T1/2,'=',0.02167,hr,,,,UO_0000032,,,,,FALSE,CHEMBL986257,Activity of BuChE in 10% human plasma,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1151719,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL1761992,,0,474.24,0,4.05,6,[Br-].[Br-].C(CC[n+]1cccc2ccccc12)C[n+]3cccc4ccccc34,IC50,'=',32000,nM,4.5,,,UO_0000065,14.3,0.26,0.44,57.92,FALSE,CHEMBL1763500,Inhibition of human plasmatic BChE by modified Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1759923,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL438310,,0,470.7,0,4.88,9b,CCC1=N[C@H]2CC=C3C[C@@H]4[C@@H](CC[C@H]3[C@]2(C)CO1)[C@]5(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]5(C)CC4=O,IC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL900442,Inhibition of human serum BuChE by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1137550,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL235903,,0,284.27,0,2.46,2,COc1ccc(cc1)C(=O)C(=O)c2ccc(cc2)C(=O)O,Ki,'>',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL900100,Inhibition of human butyrylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1138234,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL599254,,0,482.67,1,6.25,10,CCN(CC)CCCOc1ccc2C\C(=C/c3ccc(CN(C)Cc4ccccc4)cc3)\C(=O)c2c1,IC50,'=',11900,nM,4.92,,,UO_0000065,10.2,0.19,-1.33,15.02,FALSE,CHEMBL1067131,Inhibition of human BuChE preincubated for 20 mins before substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1157624,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL591233,,0,296.4,0,4.55,11,O=C(NC1CCC1)N2c3ccccc3Sc4ccccc24,Ki,'=',10000,nM,5,,,UO_0000065,16.87,0.33,0.45,15.46,FALSE,CHEMBL1068997,Inhibition of human plasma BuChE by modified Ellman's spectrophotometric method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1157634,1,Scientific Literature,Bioorg. Med. Chem.,2010,
CHEMBL450506,,0,636.92,2,6.71,6,CCN(CCCCCC(=O)N[C@H]1CCCC[C@@H]1NC(=O)CCCCCN(CC)Cc2ccccc2OC)Cc3ccccc3OC,IC50,'=',36800,nM,4.43,,,UO_0000065,6.96,0.13,-2.28,5.33,FALSE,CHEMBL948465,Inhibition of human serum BChE by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1152287,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL173309,,0,695.05,2,8.43,2,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1OC)Cc2ccccc2OC,IC50,'=',2250,nM,5.65,,,UO_0000065,8.13,0.15,-2.78,8.61,FALSE,CHEMBL948465,Inhibition of human serum BChE by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1152287,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL499722,,0,636.92,2,6.71,7,CCN(CCCCCC(=O)N[C@@H]1CC[C@H](CC1)NC(=O)CCCCCN(CC)Cc2ccccc2OC)Cc3ccccc3OC,IC50,'=',25300,nM,4.6,,,UO_0000065,7.22,0.14,-2.11,5.53,FALSE,CHEMBL948465,Inhibition of human serum BChE by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1152287,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL1257526,,0,419.05,1,7.06,10,Cl.CCCCCCCCCCCNc1c2CCCCc2nc3ccc(OC)cc13,Inhibition,,,,,,Not Active,,,,,,FALSE,CHEMBL1260203,Inhibition of human plasmatic BChE at 1 mM to 0.1 nM after 5 mins,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1255181,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,
CHEMBL1088019,,0,388.15,0,2.13,7,[Br-].[Br-].C(CC[n+]1ccccc1)CC[n+]2ccccc2,IC50,'=',120000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL1100709,Inhibition of human plasma BChE after 5 mins by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154957,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,
CHEMBL430886,,0,472.31,0,4.47,13,[Br-].[Br-].C(CCCCC[n+]1ccccc1)CCCCC[n+]2ccccc2,IC50,'=',7000,nM,5.16,,,UO_0000065,16.5,0.31,0.68,66.43,FALSE,CHEMBL1100709,Inhibition of human plasma BChE after 5 mins by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154957,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,
CHEMBL1081449,,0,390.12,0,0.98,16,[Br-].[Br-].C(C[n+]1ccccc1)OCC[n+]2ccccc2,IC50,'=',2360000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL1100709,Inhibition of human plasma BChE after 5 mins by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154957,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,
CHEMBL1081126,,0,422.16,0,2.36,21,[Br-].[Br-].C(c1ccc(C[n+]2ccccc2)cc1)[n+]3ccccc3,IC50,'=',529000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL1100709,Inhibition of human plasma BChE after 5 mins by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154957,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,
CHEMBL1081810,,0,472.22,0,3.51,22,[Br-].[Br-].C(c1ccc2ccc(C[n+]3ccccc3)cc2c1)[n+]4ccccc4,IC50,'=',800,nM,6.1,,,UO_0000065,19.52,0.35,2.59,78.57,FALSE,CHEMBL1100709,Inhibition of human plasma BChE after 5 mins by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154957,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,
CHEMBL376914,,0,246.26,0,1.75,10,OCc1cccc(c1O)c2cccc(CO)c2O,IC50,'>',50000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL917650,Inhibition of human serum BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1142967,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL375304,,0,294.31,0,2.16,27,Cc1cccc(NC(=O)CN2C(=O)C(=O)c3ccccc23)c1,Ki,'=',21000,nM,4.68,,,UO_0000065,15.89,0.29,2.52,7.04,FALSE,CHEMBL918630,Inhibition of human BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1144473,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL221156,,0,468.4,0,3.7,5,CC1=CN([C@@H]2O[C@H](COP3(=O)OCc4cccc(c4O3)c5ccccc5)C=C2)C(=O)NC1=O,IC50,'=',350,nM,6.46,,,UO_0000065,13.78,0.27,2.76,5.93,FALSE,CHEMBL917650,Inhibition of human serum BChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1142967,1,Scientific Literature,J. Med. Chem.,2007,
CHEMBL484306,,0,515.7,2,6.14,4,COc1cc2CC(CNCCCCCCCNc3c4CCCCc4nc5ccccc35)C(=O)c2cc1OC,IC50,'=',0.6,nM,9.22,,,UO_0000065,17.88,0.33,3.08,12.72,FALSE,CHEMBL960590,Inhibition of human serum BChE by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1150773,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL490264,,0,526.73,2,7.85,3i,C(Cc1cccc(CCNc2c3CCCCc3nc4ccccc24)c1)Nc5c6CCCCc6nc7ccccc57,Ki,'=',0.924,nM,9.03,,,UO_0000065,17.15,0.31,1.18,18.13,FALSE,CHEMBL1002718,Inhibition of human recombinant BuChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1150386,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL521682,,0,344.71,0,1.63,1i,[O-][N+](=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC(=O)Nc3ccccc3Cl,Inhibition,'=',11,%,,,,UO_0000187,,,,,FALSE,CHEMBL986291,Inhibition of human plasma BuchE at 100 uM by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140164,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL523500,,0,307.3,0,0.73,2r,CNC(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)OC(=O)c3ccccc3,IC50,'=',669,nM,6.17,,,UO_0000065,20.09,0.38,5.44,7.43,FALSE,CHEMBL986292,Inhibition of human plasma BuchE by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140164,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL521852,,0,316.31,0,0.79,1e,[O-][N+](=O)O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)OC(=O)NC3CCCCC3,IC50,'=',2500,nM,5.6,,,UO_0000065,17.71,0.35,4.81,5.13,FALSE,CHEMBL986292,Inhibition of human plasma BuchE by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140164,1,Scientific Literature,J. Med. Chem.,2008,
CHEMBL494519,,0,276.25,0,-0.13,1c,CCCNC(=O)O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+](=O)[O-],Inhibition,'=',93,%,,,,UO_0000187,,,,,FALSE,CHEMBL986291,Inhibition of human plasma BuchE at 100 uM by Ellman's method,B,BAO_0000366,cell-free format,Homo sapiens,CHEMBL3559721,Plasma,,,CHEMBL1914,Butyrylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1140164,1,Scientific Literature,J. Med. Chem.,2008,
